date,ticker,strategy,direction,surprise_pct,entry_price,exit_price,stock_return_pct,spy_return_pct,alpha_pct
2024-07-17,AA,EARNINGS_DRIFT,BUY,77.8,35.0,31.61,-9.69,0.07,-9.76
2024-04-17,AA,EARNINGS_DRIFT,SHORT,-84.1,34.74,39.32,-13.19,5.84,-19.03
2026-02-26,MP,EARNINGS_DRIFT,BUY,350.0,58.87,62.1,5.48,-1.13,6.6
2025-11-06,MP,EARNINGS_DRIFT,BUY,37.5,58.6,61.2,4.44,1.89,2.55
2025-08-07,MP,EARNINGS_DRIFT,BUY,35.0,74.32,62.72,-15.61,1.83,-17.44
2025-05-08,MP,EARNINGS_DRIFT,BUY,12.5,21.95,27.69,26.15,6.26,19.89
2024-08-01,MP,EARNINGS_DRIFT,SHORT,-88.9,11.17,12.9,-15.49,5.78,-21.26
2024-05-02,MP,EARNINGS_DRIFT,SHORT,-33.3,15.41,16.13,-4.67,3.23,-7.9
2026-02-23,FANG,EARNINGS_DRIFT,SHORT,-13.0,171.49,177.51,-3.51,-1.32,-2.19
2024-11-04,FANG,EARNINGS_DRIFT,SHORT,-13.8,168.93,165.28,2.16,5.37,-3.21
2026-02-24,MTDR,EARNINGS_DRIFT,BUY,14.5,49.37,54.62,10.64,-2.15,12.78
2025-10-21,MTDR,EARNINGS_DRIFT,BUY,10.6,39.0,40.72,4.4,-0.77,5.17
2025-04-23,MTDR,EARNINGS_DRIFT,BUY,11.8,39.5,42.58,7.78,6.66,1.13
2024-10-22,MTDR,EARNINGS_DRIFT,BUY,21.3,48.71,57.03,17.08,2.16,14.92
2024-07-23,MTDR,EARNINGS_DRIFT,BUY,17.8,58.97,53.68,-8.96,3.58,-12.55
2024-04-23,MTDR,EARNINGS_DRIFT,BUY,12.5,62.22,57.97,-6.84,4.83,-11.67
2026-02-26,RKLB,EARNINGS_DRIFT,BUY,10.0,69.1,70.46,1.97,-1.13,3.09
2025-11-10,RKLB,EARNINGS_DRIFT,BUY,70.0,51.24,57.52,12.26,0.67,11.59
2025-08-07,RKLB,EARNINGS_DRIFT,SHORT,-18.2,44.69,47.73,-6.8,1.83,-8.63
2024-08-08,RKLB,EARNINGS_DRIFT,BUY,20.0,5.37,6.14,14.34,2.52,11.82
2024-05-06,RKLB,EARNINGS_DRIFT,BUY,25.0,3.97,4.44,11.84,3.39,8.45
2025-11-13,LUNR,EARNINGS_DRIFT,SHORT,-60.0,9.53,11.12,-16.68,1.31,-17.99
2025-08-07,LUNR,EARNINGS_DRIFT,SHORT,-175.0,9.81,8.44,13.97,1.83,12.14
2025-05-13,LUNR,EARNINGS_DRIFT,SHORT,-300.0,11.83,10.89,7.95,2.75,5.2
2025-03-25,LUNR,EARNINGS_DRIFT,SHORT,-2211.1,8.79,8.38,4.66,-3.85,8.52
2024-11-15,LUNR,EARNINGS_DRIFT,BUY,2600.0,11.68,13.89,18.92,2.74,16.18
2024-08-13,LUNR,EARNINGS_DRIFT,BUY,261.1,3.59,5.7,58.77,2.82,55.95
2024-05-14,LUNR,EARNINGS_DRIFT,SHORT,-3957.1,5.21,4.03,22.65,2.39,20.26
2026-03-02,ASTS,EARNINGS_DRIFT,SHORT,-30.0,92.68,88.15,4.89,-0.3,5.19
2025-11-10,ASTS,EARNINGS_DRIFT,SHORT,-73.1,67.89,79.05,-16.44,0.67,-17.11
2025-08-11,ASTS,EARNINGS_DRIFT,SHORT,-412.5,49.76,37.58,24.48,1.48,23.0
2025-03-03,ASTS,EARNINGS_DRIFT,BUY,33.3,28.61,21.85,-23.63,-2.46,-21.17
2024-11-14,ASTS,EARNINGS_DRIFT,SHORT,-450.0,24.23,24.3,-0.29,3.59,-3.88
2024-08-14,ASTS,EARNINGS_DRIFT,SHORT,-131.8,31.36,29.83,4.88,1.62,3.26
2024-05-15,ASTS,EARNINGS_DRIFT,BUY,23.8,4.03,10.22,153.6,2.67,150.93
2026-02-25,IONQ,EARNINGS_DRIFT,BUY,13.0,40.88,35.82,-12.38,-1.6,-10.78
2025-11-05,IONQ,EARNINGS_DRIFT,SHORT,-713.6,57.43,52.69,8.25,2.29,5.96
2025-08-06,IONQ,EARNINGS_DRIFT,SHORT,-141.4,40.49,41.8,-3.24,2.37,-5.61
2025-05-07,IONQ,EARNINGS_DRIFT,BUY,51.7,31.84,39.02,22.55,6.03,16.52
2025-02-26,IONQ,EARNINGS_DRIFT,SHORT,-272.0,24.91,23.65,5.06,-2.78,7.84
2024-08-07,IONQ,EARNINGS_DRIFT,BUY,18.2,7.11,6.8,-4.36,1.83,-6.19
2024-05-08,IONQ,EARNINGS_DRIFT,BUY,24.0,9.2,7.86,-14.57,2.66,-17.23
2026-02-26,SOUN,EARNINGS_DRIFT,BUY,200.0,8.6,7.97,-7.33,-1.13,-6.2
2025-11-06,SOUN,EARNINGS_DRIFT,SHORT,-200.0,14.14,12.68,10.33,1.89,8.44
2025-08-07,SOUN,EARNINGS_DRIFT,BUY,40.0,13.55,15.29,12.84,1.83,11.01
2025-02-27,SOUN,EARNINGS_DRIFT,BUY,37.5,10.82,8.5,-21.44,-6.2,-15.24
2024-11-12,SOUN,EARNINGS_DRIFT,BUY,42.9,6.27,13.67,118.02,1.2,116.83
2024-08-08,SOUN,EARNINGS_DRIFT,BUY,50.0,4.87,4.62,-5.13,2.52,-7.65
2024-05-09,SOUN,EARNINGS_DRIFT,BUY,12.5,5.09,4.77,-6.29,2.85,-9.13
2026-03-02,BBAI,EARNINGS_DRIFT,BUY,83.3,3.8,4.07,7.1,-0.3,7.41
2025-11-10,BBAI,EARNINGS_DRIFT,BUY,114.3,6.06,6.61,9.08,0.67,8.41
2025-08-11,BBAI,EARNINGS_DRIFT,SHORT,-1083.3,5.97,4.73,20.77,1.48,19.29
2025-05-01,BBAI,EARNINGS_DRIFT,SHORT,-316.7,3.36,3.95,-17.56,4.58,-22.14
2025-03-06,BBAI,EARNINGS_DRIFT,SHORT,-760.0,3.34,2.85,14.67,-12.0,26.67
2024-11-05,BBAI,EARNINGS_DRIFT,BUY,28.6,1.59,2.86,79.87,2.64,77.23
2024-08-01,BBAI,EARNINGS_DRIFT,BUY,28.6,1.34,1.59,18.66,5.78,12.88
2024-05-02,BBAI,EARNINGS_DRIFT,SHORT,-1016.7,1.49,1.48,0.67,3.23,-2.56
2026-02-05,FUBO,EARNINGS_DRIFT,SHORT,-750.0,1.58,1.17,25.95,-1.79,27.74
2025-11-03,FUBO,EARNINGS_DRIFT,BUY,150.0,3.68,2.86,-22.28,1.28,-23.56
2025-08-08,FUBO,EARNINGS_DRIFT,BUY,150.0,3.59,4.09,13.93,2.27,11.66
2025-05-02,FUBO,EARNINGS_DRIFT,BUY,33.3,2.52,3.5,38.89,5.78,33.11
2025-02-28,FUBO,EARNINGS_DRIFT,BUY,81.8,2.84,2.92,2.82,-3.89,6.7
2024-11-01,FUBO,EARNINGS_DRIFT,BUY,33.3,1.45,1.69,16.55,5.98,10.57
2024-08-06,FUBO,EARNINGS_DRIFT,BUY,50.0,1.24,1.65,33.06,5.97,27.1
2024-05-03,FUBO,EARNINGS_DRIFT,BUY,26.7,1.41,1.24,-12.06,2.29,-14.34
2026-03-02,PLUG,EARNINGS_DRIFT,SHORT,-530.0,2.23,2.14,3.81,-0.3,4.11
2025-08-11,PLUG,EARNINGS_DRIFT,SHORT,-12.5,1.54,1.44,6.49,1.48,5.01
2025-03-03,PLUG,EARNINGS_DRIFT,SHORT,-617.4,1.62,1.31,19.14,-2.46,21.6
2024-08-08,PLUG,EARNINGS_DRIFT,SHORT,-17.2,1.97,1.71,13.2,2.52,10.68
2024-05-09,PLUG,EARNINGS_DRIFT,SHORT,-42.4,2.56,2.97,-16.02,2.85,-18.86
2025-08-05,CLOV,EARNINGS_DRIFT,BUY,33.3,2.26,2.69,19.03,2.58,16.44
2025-05-06,CLOV,EARNINGS_DRIFT,BUY,171.4,3.77,3.02,-19.89,5.68,-25.58
2025-02-27,CLOV,EARNINGS_DRIFT,BUY,16.7,3.97,3.59,-9.57,-6.2,-3.37
2024-11-06,CLOV,EARNINGS_DRIFT,BUY,33.3,3.67,3.36,-8.45,2.05,-10.5
2024-08-05,CLOV,EARNINGS_DRIFT,BUY,150.0,1.83,2.87,56.56,5.52,51.04
2024-05-07,CLOV,EARNINGS_DRIFT,BUY,37.5,0.87,1.1,26.29,3.38,22.91
2026-02-24,LCID,EARNINGS_DRIFT,SHORT,-15.4,10.28,10.45,-1.65,-2.15,0.49
2025-11-05,LCID,EARNINGS_DRIFT,SHORT,-20.5,17.96,13.42,25.28,2.29,22.98
2025-08-05,LCID,EARNINGS_DRIFT,SHORT,-10.6,21.85,16.16,26.04,2.58,23.46
2025-05-06,LCID,EARNINGS_DRIFT,BUY,14.2,22.5,21.3,-5.33,5.68,-11.02
2025-02-25,LCID,EARNINGS_DRIFT,BUY,22.8,22.55,23.55,4.43,-4.08,8.51
2024-08-05,LCID,EARNINGS_DRIFT,SHORT,-14.8,30.9,38.2,-23.62,5.52,-29.14
2024-05-06,LCID,EARNINGS_DRIFT,SHORT,-22.4,26.2,27.9,-6.49,3.39,-9.88
2026-02-12,RIVN,EARNINGS_DRIFT,BUY,16.5,17.73,16.9,-4.68,-0.51,-4.17
2025-11-04,RIVN,EARNINGS_DRIFT,SHORT,-11.6,15.42,18.06,-17.12,1.01,-18.13
2025-08-05,RIVN,EARNINGS_DRIFT,SHORT,-24.4,11.64,13.7,-17.7,2.58,-20.28
2025-05-06,RIVN,EARNINGS_DRIFT,BUY,47.8,12.72,13.78,8.33,5.68,2.65
2024-05-06,RIVN,EARNINGS_DRIFT,SHORT,-16.5,10.25,11.45,-11.71,3.39,-15.1
2026-02-03,ENPH,EARNINGS_DRIFT,BUY,22.4,51.67,41.15,-20.36,-0.71,-19.65
2025-10-28,ENPH,EARNINGS_DRIFT,BUY,36.4,31.14,27.82,-10.66,-1.12,-9.54
2025-07-22,ENPH,EARNINGS_DRIFT,BUY,11.3,36.48,35.68,-2.19,0.61,-2.81
2025-02-04,ENPH,EARNINGS_DRIFT,BUY,25.3,65.27,58.72,-10.04,-5.21,-4.82
2024-10-22,ENPH,EARNINGS_DRIFT,SHORT,-16.7,78.47,63.38,19.23,2.16,17.07
2024-07-23,ENPH,EARNINGS_DRIFT,SHORT,-10.4,116.91,119.31,-2.05,3.58,-5.64
2024-04-23,ENPH,EARNINGS_DRIFT,SHORT,-10.3,107.17,121.23,-13.12,4.83,-17.95
2025-07-31,FSLR,EARNINGS_DRIFT,BUY,21.4,183.97,195.19,6.1,3.75,2.35
2025-04-29,FSLR,EARNINGS_DRIFT,SHORT,-21.1,125.82,155.95,-23.95,6.4,-30.35
2025-02-25,FSLR,EARNINGS_DRIFT,SHORT,-22.2,156.84,126.34,19.45,-4.08,23.52
2024-07-30,FSLR,EARNINGS_DRIFT,BUY,19.9,215.99,228.57,5.82,1.36,4.46
2024-05-01,FSLR,EARNINGS_DRIFT,BUY,10.6,180.51,271.76,50.55,4.42,46.13
2026-02-26,RUN,EARNINGS_DRIFT,BUY,733.3,13.25,12.06,-8.94,-1.13,-7.82
2025-11-06,RUN,EARNINGS_DRIFT,SHORT,-50.0,17.13,18.06,-5.43,1.89,-7.32
2025-08-06,RUN,EARNINGS_DRIFT,BUY,1072.7,12.0,18.18,51.5,2.37,49.13
2025-05-07,RUN,EARNINGS_DRIFT,BUY,155.6,8.5,8.51,0.12,6.03,-5.91
2025-02-27,RUN,EARNINGS_DRIFT,SHORT,-4070.0,7.25,5.94,18.07,-6.2,24.27
2024-11-07,RUN,EARNINGS_DRIFT,SHORT,-68.2,10.23,11.21,-9.58,1.08,-10.66
2024-08-06,RUN,EARNINGS_DRIFT,BUY,237.5,18.31,19.26,5.19,5.97,-0.78
2024-05-08,RUN,EARNINGS_DRIFT,BUY,29.8,12.41,13.45,8.38,2.66,5.72
2026-01-28,MSFT,EARNINGS_DRIFT,BUY,34.0,432.51,392.74,-9.2,-1.16,-8.04
2024-05-22,NVDA,EARNINGS_DRIFT,BUY,15.4,103.75,118.06,13.8,3.52,10.27
2025-10-29,GOOGL,EARNINGS_DRIFT,BUY,27.0,281.1,319.75,13.75,0.52,13.23
2025-04-24,GOOGL,EARNINGS_DRIFT,BUY,39.8,161.4,167.89,4.02,5.17,-1.15
2024-10-29,GOOGL,EARNINGS_DRIFT,BUY,14.6,173.46,168.26,-3.0,3.24,-6.24
2024-04-25,GOOGL,EARNINGS_DRIFT,BUY,25.2,170.54,173.56,1.77,4.17,-2.4
2025-10-30,AMZN,EARNINGS_DRIFT,BUY,25.0,244.22,233.88,-4.23,-0.26,-3.97
2025-07-31,AMZN,EARNINGS_DRIFT,BUY,27.3,214.75,229.0,6.64,3.75,2.88
2025-05-01,AMZN,EARNINGS_DRIFT,BUY,16.9,189.98,206.65,8.77,4.58,4.2
2025-02-06,AMZN,EARNINGS_DRIFT,BUY,25.7,229.15,194.54,-15.1,-6.69,-8.41
2024-10-31,AMZN,EARNINGS_DRIFT,BUY,25.4,197.93,210.71,6.46,5.71,0.75
2024-08-01,AMZN,EARNINGS_DRIFT,BUY,22.3,167.9,178.5,6.31,5.78,0.54
2024-04-30,AMZN,EARNINGS_DRIFT,BUY,18.1,179.0,179.32,0.18,4.45,-4.27
2026-01-28,TSLA,EARNINGS_DRIFT,SHORT,-31.4,416.56,402.51,3.37,-1.16,4.53
2025-10-22,TSLA,EARNINGS_DRIFT,SHORT,-11.4,448.98,395.23,11.97,-2.86,14.83
2025-07-23,TSLA,EARNINGS_DRIFT,BUY,10.0,305.3,320.11,4.85,0.18,4.67
2025-04-22,TSLA,EARNINGS_DRIFT,SHORT,-65.7,250.74,334.62,-33.45,8.86,-42.31
2024-10-23,TSLA,EARNINGS_DRIFT,BUY,24.0,260.48,339.64,30.39,2.49,27.9
2024-07-23,TSLA,EARNINGS_DRIFT,SHORT,-16.1,215.99,223.27,-3.37,3.58,-6.95
2025-07-30,META,EARNINGS_DRIFT,BUY,21.0,772.29,749.99,-2.89,2.66,-5.55
2025-04-30,META,EARNINGS_DRIFT,BUY,23.4,570.92,646.03,13.16,5.54,7.62
2025-01-29,META,EARNINGS_DRIFT,BUY,18.6,684.84,666.1,-2.74,-1.79,-0.94
2024-10-30,META,EARNINGS_DRIFT,BUY,14.0,565.34,572.05,1.19,5.96,-4.78
2025-07-15,JPM,EARNINGS_DRIFT,BUY,11.0,283.16,287.83,1.65,3.31,-1.66
2025-01-15,JPM,EARNINGS_DRIFT,BUY,19.1,249.16,271.03,8.78,3.05,5.73
2024-07-12,JPM,EARNINGS_DRIFT,BUY,35.1,203.52,199.78,-1.84,-5.03,3.2
2026-02-12,COIN,EARNINGS_DRIFT,SHORT,-364.9,164.32,197.82,-20.38,-0.51,-19.87
2025-10-30,COIN,EARNINGS_DRIFT,BUY,32.7,343.78,259.84,-24.42,-0.26,-24.15
2025-07-31,COIN,EARNINGS_DRIFT,BUY,245.0,314.69,304.54,-3.23,3.75,-6.98
2025-05-08,COIN,EARNINGS_DRIFT,SHORT,-87.4,199.32,256.63,-28.75,6.26,-35.01
2025-02-13,COIN,EARNINGS_DRIFT,BUY,129.4,274.31,188.96,-31.11,-6.98,-24.14
2024-10-30,COIN,EARNINGS_DRIFT,SHORT,-33.3,179.25,296.2,-65.24,5.96,-71.21
2024-08-01,COIN,EARNINGS_DRIFT,SHORT,-82.5,204.44,183.36,10.31,5.78,4.54
2024-05-02,COIN,EARNINGS_DRIFT,BUY,246.5,223.25,231.39,3.65,3.23,0.42
2025-10-30,RBLX,EARNINGS_DRIFT,BUY,27.5,113.72,93.79,-17.53,-0.26,-17.26
2025-07-31,RBLX,EARNINGS_DRIFT,SHORT,-13.9,125.03,124.59,0.35,3.75,-3.4
2025-05-01,RBLX,EARNINGS_DRIFT,BUY,20.0,74.09,89.95,21.41,4.58,16.83
2025-02-06,RBLX,EARNINGS_DRIFT,BUY,26.7,66.28,53.77,-18.87,-6.69,-12.18
2024-08-01,RBLX,EARNINGS_DRIFT,BUY,17.9,39.04,43.99,12.68,5.78,6.9
2024-05-09,RBLX,EARNINGS_DRIFT,BUY,18.9,31.45,34.99,11.26,2.85,8.41
2025-11-05,U,EARNINGS_DRIFT,SHORT,-30.4,39.93,45.78,-14.65,2.29,-16.95
2025-08-06,U,EARNINGS_DRIFT,BUY,20.0,33.57,43.82,30.53,2.37,28.16
2025-05-07,U,EARNINGS_DRIFT,BUY,118.2,20.65,25.13,21.69,6.03,15.66
2025-02-20,U,EARNINGS_DRIFT,BUY,43.8,28.34,21.55,-23.96,-5.71,-18.25
2024-11-07,U,EARNINGS_DRIFT,BUY,42.9,20.5,27.38,33.56,1.08,32.48
2024-08-08,U,EARNINGS_DRIFT,BUY,92.9,15.54,17.17,10.49,2.52,7.97
2024-05-09,U,EARNINGS_DRIFT,BUY,466.7,21.69,17.97,-17.15,2.85,-20.0
2025-11-06,NKTR,EARNINGS_DRIFT,BUY,33.0,55.97,57.28,2.34,1.89,0.45
2025-08-07,NKTR,EARNINGS_DRIFT,BUY,10.9,23.06,44.33,92.24,1.83,90.41
2025-05-08,NKTR,EARNINGS_DRIFT,SHORT,-28.0,8.85,8.79,0.68,6.26,-5.58
2025-03-12,NKTR,EARNINGS_DRIFT,BUY,22.9,12.3,7.5,-39.02,-4.58,-34.44
2024-11-07,NKTR,EARNINGS_DRIFT,BUY,14.2,21.0,15.15,-27.86,1.08,-28.94
2024-05-09,NKTR,EARNINGS_DRIFT,BUY,10.1,26.4,18.15,-31.25,2.85,-34.1
2026-02-13,MRNA,EARNINGS_DRIFT,BUY,18.8,43.93,55.43,26.18,-0.67,26.85
2025-11-06,MRNA,EARNINGS_DRIFT,BUY,76.4,24.54,27.97,13.98,1.89,12.09
2025-08-01,MRNA,EARNINGS_DRIFT,BUY,28.3,27.64,24.19,-12.48,1.44,-13.92
2025-05-01,MRNA,EARNINGS_DRIFT,BUY,20.8,27.61,27.05,-2.03,4.58,-6.61
2024-11-07,MRNA,EARNINGS_DRIFT,BUY,101.6,46.83,45.65,-2.52,1.08,-3.6
2024-05-02,MRNA,EARNINGS_DRIFT,BUY,13.5,125.0,147.82,18.26,3.23,15.03
2025-11-03,BNTX,EARNINGS_DRIFT,SHORT,-220.0,104.83,96.73,7.73,1.28,6.45
2025-08-04,BNTX,EARNINGS_DRIFT,SHORT,-13.5,111.07,100.42,9.59,2.51,7.08
2025-05-05,BNTX,EARNINGS_DRIFT,BUY,26.4,94.74,111.14,17.32,6.64,10.67
2025-03-10,BNTX,EARNINGS_DRIFT,BUY,145.5,98.39,86.65,-11.93,-10.42,-1.51
2024-11-04,BNTX,EARNINGS_DRIFT,BUY,150.3,110.97,114.7,3.36,5.37,-2.01
2024-08-05,BNTX,EARNINGS_DRIFT,SHORT,-64.7,79.5,89.02,-11.97,5.52,-17.49
2026-02-03,PYPL,EARNINGS_DRIFT,BUY,23.4,40.91,47.64,16.46,-0.71,17.17
2025-10-28,PYPL,EARNINGS_DRIFT,BUY,10.7,69.31,61.64,-11.06,-1.12,-9.94
2025-04-29,PYPL,EARNINGS_DRIFT,BUY,14.7,65.49,70.55,7.73,6.4,1.33
2024-10-29,PYPL,EARNINGS_DRIFT,BUY,12.1,77.8,86.11,10.68,3.24,7.43
2024-07-30,PYPL,EARNINGS_DRIFT,BUY,20.2,65.43,70.06,7.07,1.36,5.71
2024-04-30,PYPL,EARNINGS_DRIFT,SHORT,-11.5,65.79,62.18,5.49,4.45,1.04
2026-02-25,STRL,EARNINGS_DRIFT,BUY,17.1,433.34,419.31,-3.24,-1.6,-1.64
2025-11-03,STRL,EARNINGS_DRIFT,BUY,22.5,382.57,323.46,-15.45,1.28,-16.73
2025-08-04,STRL,EARNINGS_DRIFT,BUY,11.6,296.58,273.82,-7.67,2.51,-10.19
2025-05-05,STRL,EARNINGS_DRIFT,BUY,12.4,171.95,193.81,12.71,6.64,6.07
2024-11-06,STRL,EARNINGS_DRIFT,BUY,17.9,174.31,195.74,12.29,2.05,10.25
2024-08-05,STRL,EARNINGS_DRIFT,BUY,16.8,106.15,109.44,3.1,5.52,-2.42
2024-05-06,STRL,EARNINGS_DRIFT,BUY,22.0,122.0,116.53,-4.48,3.39,-7.87
2026-02-03,ATKR,EARNINGS_DRIFT,BUY,31.7,68.71,62.88,-8.48,-0.71,-7.77
2025-11-20,ATKR,EARNINGS_DRIFT,SHORT,-45.2,60.95,63.57,-4.3,4.22,-8.52
2025-05-06,ATKR,EARNINGS_DRIFT,BUY,19.3,65.78,65.45,-0.51,5.68,-6.19
2024-05-07,ATKR,EARNINGS_DRIFT,BUY,11.8,152.37,137.28,-9.9,3.38,-13.28
2026-02-23,UFPI,EARNINGS_DRIFT,SHORT,-34.0,108.38,92.46,14.69,-1.32,16.01
2025-04-28,UFPI,EARNINGS_DRIFT,SHORT,-17.2,98.85,96.03,2.85,6.03,-3.17
2024-10-28,UFPI,EARNINGS_DRIFT,SHORT,-13.2,120.6,134.81,-11.78,3.25,-15.02
2024-04-30,UFPI,EARNINGS_DRIFT,BUY,16.7,110.15,115.04,4.43,4.45,-0.02
2026-02-11,AR,EARNINGS_DRIFT,BUY,14.8,33.81,37.82,11.86,-0.44,12.3
2025-10-29,AR,EARNINGS_DRIFT,SHORT,-36.0,30.03,36.43,-21.31,0.52,-21.84
2025-07-30,AR,EARNINGS_DRIFT,SHORT,-16.7,34.93,32.14,7.99,2.66,5.32
2025-04-30,AR,EARNINGS_DRIFT,SHORT,-11.4,34.65,37.45,-8.08,5.54,-13.62
2025-02-12,AR,EARNINGS_DRIFT,BUY,92.0,40.15,37.57,-6.43,-7.7,1.27
2024-10-30,AR,EARNINGS_DRIFT,SHORT,-75.0,25.88,32.69,-26.31,5.96,-32.28
2024-07-31,AR,EARNINGS_DRIFT,SHORT,-18.8,28.77,26.9,6.5,2.83,3.67
2024-04-24,AR,EARNINGS_DRIFT,BUY,133.3,33.39,33.51,0.36,4.46,-4.1
2026-02-24,RRC,EARNINGS_DRIFT,BUY,12.3,39.13,40.63,3.83,-2.15,5.98
2025-02-25,RRC,EARNINGS_DRIFT,BUY,13.3,38.18,39.55,3.6,-4.08,7.67
2024-10-22,RRC,EARNINGS_DRIFT,BUY,29.7,30.58,34.74,13.6,2.16,11.44
2024-04-23,RRC,EARNINGS_DRIFT,BUY,16.9,37.14,36.6,-1.46,4.83,-6.29
2026-02-17,EQT,EARNINGS_DRIFT,BUY,18.4,58.63,61.76,5.34,-1.17,6.51
2025-10-21,EQT,EARNINGS_DRIFT,BUY,44.4,53.18,58.72,10.42,-0.77,11.2
2025-04-22,EQT,EARNINGS_DRIFT,BUY,16.8,48.18,55.22,14.62,8.86,5.76
2025-02-18,EQT,EARNINGS_DRIFT,BUY,30.2,53.6,52.97,-1.18,-7.47,6.29
2024-10-29,EQT,EARNINGS_DRIFT,BUY,71.4,37.85,44.62,17.89,3.24,14.65
2024-07-23,EQT,EARNINGS_DRIFT,BUY,55.6,34.26,32.48,-5.21,3.58,-8.79
2024-04-23,EQT,EARNINGS_DRIFT,BUY,24.2,38.34,40.23,4.92,4.83,0.09
2026-02-11,EQIX,EARNINGS_DRIFT,SHORT,-13.1,952.68,960.02,-0.77,-0.44,-0.33
2025-10-29,EQIX,EARNINGS_DRIFT,BUY,13.4,823.66,749.23,-9.04,0.52,-9.56
2025-07-30,EQIX,EARNINGS_DRIFT,BUY,10.2,771.51,777.38,0.76,2.66,-1.9
2025-04-30,EQIX,EARNINGS_DRIFT,BUY,20.9,842.43,873.35,3.67,5.54,-1.87
2024-08-07,EQIX,EARNINGS_DRIFT,BUY,17.0,779.31,791.54,1.57,1.83,-0.26
2026-02-25,JOBY,EARNINGS_DRIFT,BUY,33.3,10.23,9.95,-2.74,-1.6,-1.14
2024-11-06,JOBY,EARNINGS_DRIFT,SHORT,-10.5,5.1,8.84,-73.33,2.05,-75.38
2024-05-07,JOBY,EARNINGS_DRIFT,BUY,17.6,4.89,5.15,5.32,3.38,1.94
2026-03-02,ACHR,EARNINGS_DRIFT,BUY,17.6,6.72,6.41,-4.69,-0.3,-4.38
2025-11-06,ACHR,EARNINGS_DRIFT,BUY,40.0,8.18,8.61,5.26,1.89,3.37
2025-08-11,ACHR,EARNINGS_DRIFT,SHORT,-44.4,10.25,8.25,19.51,1.48,18.03
2025-05-12,ACHR,EARNINGS_DRIFT,BUY,45.5,11.16,12.17,9.05,2.47,6.58
2025-02-27,ACHR,EARNINGS_DRIFT,SHORT,-50.0,8.88,7.26,18.24,-6.2,24.44
2024-11-07,ACHR,EARNINGS_DRIFT,BUY,11.5,3.89,7.82,101.03,1.08,99.94
2024-05-09,ACHR,EARNINGS_DRIFT,BUY,56.7,3.65,3.3,-9.59,2.85,-12.43
2026-03-04,RGTI,EARNINGS_DRIFT,SHORT,-20.0,16.97,17.48,-3.01,-0.45,-2.56
2025-11-10,RGTI,EARNINGS_DRIFT,BUY,25.0,31.4,26.12,-16.82,0.67,-17.48
2025-08-12,RGTI,EARNINGS_DRIFT,SHORT,-50.0,17.24,16.69,3.19,1.98,1.21
2025-05-12,RGTI,EARNINGS_DRIFT,SHORT,-100.0,9.86,12.52,-26.91,2.47,-29.39
2024-11-12,RGTI,EARNINGS_DRIFT,SHORT,-28.6,1.7,5.97,-251.18,1.2,-252.37
2024-08-08,RGTI,EARNINGS_DRIFT,SHORT,-50.0,0.79,0.69,12.91,2.52,10.39
2024-05-09,RGTI,EARNINGS_DRIFT,SHORT,-37.5,1.16,1.03,11.21,2.85,8.36
2026-03-02,QUBT,EARNINGS_DRIFT,BUY,50.0,7.73,7.71,-0.26,-0.3,0.04
2025-11-14,QUBT,EARNINGS_DRIFT,BUY,240.0,11.5,11.27,-2.0,1.98,-3.98
2025-05-15,QUBT,EARNINGS_DRIFT,BUY,28.6,12.87,21.22,64.88,1.43,63.45
2025-03-20,QUBT,EARNINGS_DRIFT,SHORT,-100.0,7.39,5.87,20.57,-8.88,29.45
2024-11-06,QUBT,EARNINGS_DRIFT,BUY,25.0,1.35,7.93,487.41,2.05,485.36
2024-10-02,QUBT,EARNINGS_DRIFT,BUY,25.0,0.67,1.12,67.92,0.14,67.77
2026-02-26,DNA,EARNINGS_DRIFT,BUY,30.6,6.75,6.52,-3.41,-1.13,-2.28
2025-11-06,DNA,EARNINGS_DRIFT,SHORT,-16.9,8.95,9.4,-5.03,1.89,-6.91
2025-08-07,DNA,EARNINGS_DRIFT,BUY,29.9,12.29,11.19,-8.95,1.83,-10.78
2024-11-12,DNA,EARNINGS_DRIFT,BUY,67.5,8.6,10.33,20.12,1.2,18.92
2024-08-08,DNA,EARNINGS_DRIFT,SHORT,-41.0,10.8,5.36,50.37,2.52,47.85
2024-05-09,DNA,EARNINGS_DRIFT,BUY,10.3,30.44,20.44,-32.85,2.85,-35.7
2025-11-10,EDIT,EARNINGS_DRIFT,BUY,26.3,2.66,2.6,-2.26,0.67,-2.92
2025-08-12,EDIT,EARNINGS_DRIFT,BUY,15.8,3.08,2.71,-12.01,1.98,-13.99
2025-05-12,EDIT,EARNINGS_DRIFT,SHORT,-55.9,1.5,2.03,-35.33,2.47,-37.81
2025-03-05,EDIT,EARNINGS_DRIFT,SHORT,-66.7,1.78,1.12,37.08,-6.01,43.08
2024-08-07,EDIT,EARNINGS_DRIFT,SHORT,-15.5,4.2,3.59,14.63,1.83,12.8
2024-05-08,EDIT,EARNINGS_DRIFT,SHORT,-18.8,5.56,5.3,4.68,2.66,2.02
2026-02-26,BFLY,EARNINGS_DRIFT,BUY,50.0,3.79,3.69,-2.64,-1.13,-1.51
2025-10-31,BFLY,EARNINGS_DRIFT,BUY,20.0,2.91,2.74,-5.84,-0.26,-5.58
2025-08-01,BFLY,EARNINGS_DRIFT,BUY,40.0,1.43,1.54,7.69,1.44,6.25
