date,ticker,strategy,direction,surprise_pct,entry_price,exit_price,stock_return_pct,spy_return_pct,alpha_pct
2025-05-02,BFLY,EARNINGS_DRIFT,BUY,42.9,2.22,2.36,6.31,5.78,0.52
2025-02-28,BFLY,EARNINGS_DRIFT,BUY,11.1,3.04,2.28,-25.0,-3.89,-21.11
2024-11-01,BFLY,EARNINGS_DRIFT,BUY,44.4,2.04,3.31,62.25,5.98,56.27
2024-08-01,BFLY,EARNINGS_DRIFT,BUY,30.0,1.13,1.09,-3.54,5.78,-9.32
2024-05-01,BFLY,EARNINGS_DRIFT,BUY,16.7,0.92,1.0,7.92,4.42,3.49
2025-11-20,NNOX,EARNINGS_DRIFT,BUY,11.8,4.36,3.09,-29.13,4.22,-33.35
2025-08-12,NNOX,EARNINGS_DRIFT,SHORT,-13.3,4.55,3.97,12.75,1.98,10.77
2025-03-31,NNOX,EARNINGS_DRIFT,SHORT,-13.3,4.83,5.03,-4.14,-1.15,-2.99
2024-05-28,NNOX,EARNINGS_DRIFT,BUY,19.2,8.39,6.63,-20.98,4.19,-25.17
2026-03-02,OUST,EARNINGS_DRIFT,BUY,153.8,21.72,22.27,2.53,-0.3,2.84
2025-11-04,OUST,EARNINGS_DRIFT,BUY,17.8,25.87,25.99,0.46,1.01,-0.54
2025-08-07,OUST,EARNINGS_DRIFT,SHORT,-30.0,25.8,28.3,-9.69,1.83,-11.52
2025-05-08,OUST,EARNINGS_DRIFT,SHORT,-24.0,10.62,15.19,-42.98,6.26,-49.25
2025-03-20,OUST,EARNINGS_DRIFT,SHORT,-42.3,11.05,6.74,39.0,-8.88,47.89
2024-11-07,OUST,EARNINGS_DRIFT,SHORT,-73.1,7.99,9.98,-24.91,1.08,-25.99
2024-08-13,OUST,EARNINGS_DRIFT,SHORT,-61.3,7.87,6.14,21.98,2.82,19.16
2026-02-25,INVZ,EARNINGS_DRIFT,SHORT,-25.0,0.91,0.78,14.27,-1.6,15.87
2025-05-14,INVZ,EARNINGS_DRIFT,BUY,30.0,0.99,0.92,-7.11,1.11,-8.21
2025-02-26,INVZ,EARNINGS_DRIFT,BUY,15.4,0.73,0.67,-8.72,-2.78,-5.94
2024-11-13,INVZ,EARNINGS_DRIFT,SHORT,-15.4,0.5,0.93,-86.0,1.83,-87.83
2024-08-07,INVZ,EARNINGS_DRIFT,BUY,13.3,0.73,0.53,-27.79,1.83,-29.62
2024-05-08,INVZ,EARNINGS_DRIFT,SHORT,-28.6,1.27,1.06,16.54,2.66,13.87
2025-10-29,STEM,EARNINGS_DRIFT,SHORT,-19.8,16.94,17.3,-2.13,0.52,-2.65
2025-08-07,STEM,EARNINGS_DRIFT,BUY,40.1,12.72,13.5,6.13,1.83,4.3
2025-04-29,STEM,EARNINGS_DRIFT,BUY,18.9,10.82,9.26,-14.42,6.4,-20.82
2025-03-04,STEM,EARNINGS_DRIFT,BUY,65.3,10.4,6.84,-34.23,-2.89,-31.34
2024-08-06,STEM,EARNINGS_DRIFT,SHORT,-28.5,11.8,9.14,22.54,5.97,16.58
2024-05-02,STEM,EARNINGS_DRIFT,SHORT,-25.5,27.2,26.6,2.21,3.23,-1.02
2026-02-25,ARRY,EARNINGS_DRIFT,SHORT,-783.3,7.28,7.02,3.57,-1.6,5.17
2025-11-05,ARRY,EARNINGS_DRIFT,BUY,50.0,8.37,7.92,-5.38,2.29,-7.67
2025-08-07,ARRY,EARNINGS_DRIFT,BUY,171.4,5.5,8.75,59.09,1.83,57.26
2025-05-06,ARRY,EARNINGS_DRIFT,BUY,133.3,5.04,7.4,46.83,5.68,41.14
2024-11-07,ARRY,EARNINGS_DRIFT,SHORT,-5200.0,6.04,6.1,-0.99,1.08,-2.08
2024-08-08,ARRY,EARNINGS_DRIFT,BUY,81.8,7.1,6.01,-15.35,2.52,-17.87
2024-05-08,ARRY,EARNINGS_DRIFT,BUY,400.0,12.51,13.44,7.43,2.66,4.77
2024-03-05,CRWD,VOLUME_ANOMALY,BUY,0.0,297.56,320.04,7.55,2.73,4.83
2024-06-21,CRWD,VOLUME_ANOMALY,BUY,0.0,380.63,263.91,-30.66,1.86,-32.53
2025-01-28,CRWD,VOLUME_ANOMALY,BUY,0.0,408.68,394.56,-3.46,-1.65,-1.8
2025-03-05,CRWD,VOLUME_ANOMALY,BUY,0.0,365.44,371.49,1.66,-2.89,4.54
2025-02-04,DDOG,VOLUME_ANOMALY,BUY,0.0,145.83,115.09,-21.08,-3.11,-17.97
2025-07-08,DDOG,VOLUME_ANOMALY,BUY,0.0,145.94,132.94,-8.91,1.23,-10.14
2025-01-28,NET,VOLUME_ANOMALY,BUY,0.0,139.98,144.92,3.53,-1.65,5.18
2025-10-01,NET,VOLUME_ANOMALY,BUY,0.0,217.06,227.38,4.75,2.83,1.92
2025-10-08,NET,VOLUME_ANOMALY,BUY,0.0,220.0,228.51,3.87,0.66,3.2
2026-01-27,NET,VOLUME_ANOMALY,BUY,0.0,205.95,171.8,-16.58,-0.34,-16.25
2025-05-30,ZS,VOLUME_ANOMALY,BUY,0.0,275.7,313.94,13.87,5.14,8.73
2025-09-03,ZS,VOLUME_ANOMALY,BUY,0.0,270.58,304.53,12.55,4.13,8.42
2025-03-05,MDB,VOLUME_ANOMALY,BUY,0.0,264.13,180.19,-31.78,-2.89,-28.89
2025-08-26,MDB,VOLUME_ANOMALY,BUY,0.0,214.34,315.3,47.1,2.75,44.35
2025-10-01,MDB,VOLUME_ANOMALY,BUY,0.0,321.53,340.53,5.91,2.83,3.08
2024-05-01,DOCN,VOLUME_ANOMALY,BUY,0.0,35.53,36.8,3.57,4.45,-0.87
2025-08-05,DOCN,VOLUME_ANOMALY,BUY,0.0,34.81,32.04,-7.96,2.51,-10.47
2025-08-12,DOCN,VOLUME_ANOMALY,BUY,0.0,30.05,34.19,13.78,1.48,12.3
2025-11-05,DOCN,VOLUME_ANOMALY,BUY,0.0,45.81,46.25,0.96,1.01,-0.04
2024-01-22,S,VOLUME_ANOMALY,BUY,0.0,26.29,29.15,10.88,2.75,8.13
2024-07-22,S,VOLUME_ANOMALY,BUY,0.0,23.18,23.75,2.46,0.89,1.56
2024-12-04,S,VOLUME_ANOMALY,BUY,0.0,28.68,22.81,-20.47,-2.26,-18.21
2025-01-28,GTLB,VOLUME_ANOMALY,BUY,0.0,72.75,61.0,-16.15,-1.65,-14.5
2025-05-30,IOT,VOLUME_ANOMALY,BUY,0.0,46.54,39.78,-14.53,5.14,-19.66
2025-06-06,IOT,VOLUME_ANOMALY,BUY,0.0,45.1,38.58,-14.46,3.84,-18.3
2025-12-04,IOT,VOLUME_ANOMALY,BUY,0.0,40.71,34.28,-15.79,0.78,-16.58
2025-07-08,BRZE,VOLUME_ANOMALY,BUY,0.0,28.83,26.98,-6.42,1.23,-7.65
2024-05-15,DT,VOLUME_ANOMALY,BUY,0.0,47.75,46.57,-2.47,2.39,-4.86
2024-06-28,DT,VOLUME_ANOMALY,BUY,0.0,44.74,44.42,-0.72,0.1,-0.81
2025-01-03,DT,VOLUME_ANOMALY,BUY,0.0,54.81,59.3,8.19,1.66,6.53
2025-11-05,DT,VOLUME_ANOMALY,BUY,0.0,47.39,44.31,-6.5,1.01,-7.5
2024-05-08,CFLT,VOLUME_ANOMALY,BUY,0.0,31.38,25.94,-17.34,3.38,-20.71
2025-01-28,CFLT,VOLUME_ANOMALY,BUY,0.0,31.16,30.79,-1.19,-1.65,0.46
2025-05-01,CFLT,VOLUME_ANOMALY,BUY,0.0,19.44,23.03,18.47,5.54,12.93
2025-10-08,CFLT,VOLUME_ANOMALY,BUY,0.0,22.3,22.54,1.08,0.66,0.41
2026-02-03,CFLT,VOLUME_ANOMALY,BUY,0.0,30.45,30.75,0.99,-0.64,1.62
2025-05-30,PD,VOLUME_ANOMALY,BUY,0.0,14.26,15.28,7.15,5.14,2.01
2025-06-06,PD,VOLUME_ANOMALY,BUY,0.0,16.34,16.07,-1.65,3.84,-5.5
2024-01-29,SOFI,VOLUME_ANOMALY,BUY,0.0,9.16,9.15,-0.11,3.19,-3.3
2024-10-29,SOFI,VOLUME_ANOMALY,BUY,0.0,10.47,15.49,47.95,3.25,44.7
2025-07-29,SOFI,VOLUME_ANOMALY,BUY,0.0,22.4,25.62,14.38,1.56,12.82
2024-02-12,HOOD,VOLUME_ANOMALY,BUY,0.0,12.01,16.39,36.47,3.15,33.32
2024-08-19,HOOD,VOLUME_ANOMALY,BUY,0.0,20.28,22.64,11.64,0.62,11.02
2024-10-08,HOOD,VOLUME_ANOMALY,BUY,0.0,25.61,24.96,-2.54,0.62,-3.15
2025-11-26,HOOD,VOLUME_ANOMALY,BUY,0.0,128.2,118.13,-7.85,1.86,-9.72
2025-05-08,AFRM,VOLUME_ANOMALY,BUY,0.0,54.26,58.92,8.59,6.03,2.56
2025-07-29,AFRM,VOLUME_ANOMALY,BUY,0.0,67.96,77.95,14.7,1.56,13.14
2025-08-26,AFRM,VOLUME_ANOMALY,BUY,0.0,77.95,81.53,4.59,2.75,1.84
2024-07-15,UPST,VOLUME_ANOMALY,BUY,0.0,29.96,34.18,14.09,-5.03,19.12
2025-02-11,UPST,VOLUME_ANOMALY,BUY,0.0,67.34,49.66,-26.25,-7.67,-18.58
2025-09-17,UPST,VOLUME_ANOMALY,BUY,0.0,68.12,51.07,-25.03,1.19,-26.22
2024-02-27,LMND,VOLUME_ANOMALY,BUY,0.0,21.72,16.24,-25.23,2.66,-27.89
2025-02-26,LMND,VOLUME_ANOMALY,BUY,0.0,31.48,34.28,8.89,-4.08,12.97
2025-08-05,LMND,VOLUME_ANOMALY,BUY,0.0,47.93,49.86,4.03,2.51,1.52
2025-11-05,LMND,VOLUME_ANOMALY,BUY,0.0,78.73,76.8,-2.45,1.01,-3.46
2024-05-01,LC,VOLUME_ANOMALY,BUY,0.0,9.0,8.85,-1.67,4.45,-6.12
2025-01-28,LC,VOLUME_ANOMALY,BUY,0.0,16.83,12.64,-24.9,-1.65,-23.25
2025-12-11,LC,VOLUME_ANOMALY,BUY,0.0,20.4,20.09,-1.52,1.17,-2.69
2024-06-28,NU,VOLUME_ANOMALY,BUY,0.0,12.89,12.22,-5.2,0.1,-5.3
2026-02-03,NU,VOLUME_ANOMALY,BUY,0.0,18.12,15.0,-17.22,-0.64,-16.58
2024-02-27,TGTX,VOLUME_ANOMALY,BUY,0.0,13.91,15.44,11.0,2.66,8.34
2024-05-01,TGTX,VOLUME_ANOMALY,BUY,0.0,15.88,16.89,6.36,4.45,1.91
2024-06-21,TGTX,VOLUME_ANOMALY,BUY,0.0,17.65,20.44,15.81,1.86,13.95
2024-08-19,TGTX,VOLUME_ANOMALY,BUY,0.0,25.19,25.08,-0.44,0.62,-1.05
2024-02-05,KPTI,VOLUME_ANOMALY,BUY,0.0,20.25,18.67,-7.78,2.97,-10.75
2024-04-17,KPTI,VOLUME_ANOMALY,BUY,0.0,20.7,16.95,-18.12,5.84,-23.96
2025-02-19,KPTI,VOLUME_ANOMALY,BUY,0.0,9.0,5.89,-34.56,-7.47,-27.08
2025-02-26,KPTI,VOLUME_ANOMALY,BUY,0.0,9.83,4.85,-50.66,-4.08,-46.58
2025-07-08,KPTI,VOLUME_ANOMALY,BUY,0.0,4.65,3.88,-16.56,1.23,-17.79
2025-10-08,KPTI,VOLUME_ANOMALY,BUY,0.0,5.9,5.36,-9.15,0.66,-9.82
2025-12-11,KPTI,VOLUME_ANOMALY,BUY,0.0,7.0,8.19,17.07,1.17,15.9
2024-02-20,PTCT,VOLUME_ANOMALY,BUY,0.0,25.98,30.43,17.13,4.14,12.99
2024-06-21,PTCT,VOLUME_ANOMALY,BUY,0.0,36.52,33.03,-9.56,1.86,-11.42
2024-10-08,PTCT,VOLUME_ANOMALY,BUY,0.0,40.77,40.87,0.25,0.62,-0.37
2025-07-29,PTCT,VOLUME_ANOMALY,BUY,0.0,49.29,49.46,0.34,1.56,-1.21
2025-11-05,PTCT,VOLUME_ANOMALY,BUY,0.0,71.77,77.85,8.47,1.01,7.47
2025-11-26,PTCT,VOLUME_ANOMALY,BUY,0.0,86.25,78.56,-8.92,1.86,-10.78
2024-06-21,BMRN,VOLUME_ANOMALY,BUY,0.0,83.78,85.31,1.83,1.86,-0.04
2025-08-05,BMRN,VOLUME_ANOMALY,BUY,0.0,61.93,58.98,-4.76,2.51,-7.27
2024-06-21,ALNY,VOLUME_ANOMALY,BUY,0.0,165.7,235.59,42.18,1.86,40.32
2025-05-30,ALNY,VOLUME_ANOMALY,BUY,0.0,304.56,326.09,7.07,5.14,1.93
2024-05-30,SRPT,VOLUME_ANOMALY,BUY,0.0,124.45,158.0,26.96,4.47,22.49
2024-06-21,SRPT,VOLUME_ANOMALY,BUY,0.0,160.72,146.35,-8.94,1.86,-10.8
2024-11-26,SRPT,VOLUME_ANOMALY,BUY,0.0,130.5,123.37,-5.46,0.45,-5.92
2025-07-29,SRPT,VOLUME_ANOMALY,BUY,0.0,15.83,18.26,15.35,1.56,13.79
2025-10-29,NBIX,VOLUME_ANOMALY,BUY,0.0,138.02,151.58,9.82,-1.12,10.95
2025-11-05,NBIX,VOLUME_ANOMALY,BUY,0.0,153.75,154.22,0.31,1.01,-0.7
2024-06-21,EXAS,VOLUME_ANOMALY,BUY,0.0,44.85,48.17,7.4,1.86,5.54
2024-11-05,EXAS,VOLUME_ANOMALY,BUY,0.0,71.51,64.14,-10.31,5.37,-15.67
2025-11-19,EXAS,VOLUME_ANOMALY,BUY,0.0,86.18,101.38,17.64,2.09,15.55
2024-06-06,HALO,VOLUME_ANOMALY,BUY,0.0,51.44,52.55,2.16,4.19,-2.03
2025-05-08,HALO,VOLUME_ANOMALY,BUY,0.0,67.73,54.25,-19.9,6.03,-25.93
2025-12-26,HALO,VOLUME_ANOMALY,BUY,0.0,68.87,70.22,1.96,0.75,1.21
2024-06-21,PCVX,VOLUME_ANOMALY,BUY,0.0,74.94,84.05,12.16,1.86,10.29
2024-06-28,PCVX,VOLUME_ANOMALY,BUY,0.0,75.51,82.88,9.76,0.1,9.66
2024-09-03,PCVX,VOLUME_ANOMALY,BUY,0.0,110.15,115.54,4.89,3.31,1.58
2024-02-27,BEAM,VOLUME_ANOMALY,BUY,0.0,45.07,33.22,-26.29,2.66,-28.95
2025-09-03,BEAM,VOLUME_ANOMALY,BUY,0.0,18.76,24.13,28.62,4.13,24.5
2026-01-12,BEAM,VOLUME_ANOMALY,BUY,0.0,33.69,26.95,-20.01,-0.44,-19.57
2024-09-17,NTLA,VOLUME_ANOMALY,BUY,0.0,22.55,19.52,-13.44,3.28,-16.72
2025-02-19,CELH,VOLUME_ANOMALY,BUY,0.0,26.09,31.9,22.27,-7.47,29.74
2024-02-27,CAVA,VOLUME_ANOMALY,BUY,0.0,56.66,68.22,20.4,2.66,17.74
2024-05-30,CAVA,VOLUME_ANOMALY,BUY,0.0,93.15,92.75,-0.43,4.47,-4.9
2024-06-21,CAVA,VOLUME_ANOMALY,BUY,0.0,92.44,80.31,-13.12,1.86,-14.98
2024-08-26,CAVA,VOLUME_ANOMALY,BUY,0.0,125.8,127.44,1.3,2.19,-0.88
2024-11-12,CAVA,VOLUME_ANOMALY,BUY,0.0,145.03,127.59,-12.03,1.77,-13.79
2025-02-26,CAVA,VOLUME_ANOMALY,BUY,0.0,98.96,86.67,-12.42,-4.08,-8.34
2025-08-12,CAVA,VOLUME_ANOMALY,BUY,0.0,84.5,65.16,-22.89,1.48,-24.37
2024-01-22,ELF,VOLUME_ANOMALY,BUY,0.0,153.86,171.37,11.38,2.75,8.63
2024-04-03,ELF,VOLUME_ANOMALY,BUY,0.0,163.77,158.52,-3.21,-3.67,0.46
2024-06-28,ELF,VOLUME_ANOMALY,BUY,0.0,210.72,172.57,-18.1,0.1,-18.2
2024-03-12,ONON,VOLUME_ANOMALY,BUY,0.0,30.64,32.08,4.7,-0.21,4.91
2024-11-12,ONON,VOLUME_ANOMALY,BUY,0.0,52.62,58.2,10.6,1.77,8.84
2025-07-29,ONON,VOLUME_ANOMALY,BUY,0.0,51.75,45.18,-12.7,1.56,-14.25
2025-08-12,ONON,VOLUME_ANOMALY,BUY,0.0,49.81,42.85,-13.97,1.48,-15.45
2025-11-12,ONON,VOLUME_ANOMALY,BUY,0.0,41.51,49.5,19.25,0.85,18.4
2025-01-03,SHAK,VOLUME_ANOMALY,BUY,0.0,133.38,119.25,-10.59,1.66,-12.25
2025-01-13,SHAK,VOLUME_ANOMALY,BUY,0.0,121.59,106.56,-12.36,4.11,-16.48
2024-05-08,BROS,VOLUME_ANOMALY,BUY,0.0,31.77,38.61,21.53,3.38,18.15
2024-06-28,BROS,VOLUME_ANOMALY,BUY,0.0,41.4,38.36,-7.34,0.1,-7.44
2025-05-08,BROS,VOLUME_ANOMALY,BUY,0.0,64.45,73.08,13.39,6.03,7.36
2024-11-26,DKS,VOLUME_ANOMALY,BUY,0.0,206.3,229.64,11.32,0.45,10.87
2025-08-26,DKS,VOLUME_ANOMALY,BUY,0.0,224.36,228.95,2.05,2.75,-0.71
2025-02-19,AXON,VOLUME_ANOMALY,BUY,0.0,593.42,568.11,-4.27,-7.47,3.21
2025-02-26,AXON,VOLUME_ANOMALY,BUY,0.0,572.4,559.06,-2.33,-4.08,1.75
2025-04-09,AXON,VOLUME_ANOMALY,BUY,0.0,559.84,686.83,22.68,3.0,19.69
2025-05-08,AXON,VOLUME_ANOMALY,BUY,0.0,686.83,791.85,15.29,6.03,9.26
2025-08-05,AXON,VOLUME_ANOMALY,BUY,0.0,867.12,725.29,-16.36,2.51,-18.87
2025-10-08,AXON,VOLUME_ANOMALY,BUY,0.0,727.41,639.53,-12.08,0.66,-12.75
2025-11-05,AXON,VOLUME_ANOMALY,BUY,0.0,639.53,550.61,-13.9,1.01,-14.91
2024-11-19,BLDR,VOLUME_ANOMALY,BUY,0.0,178.81,152.03,-14.98,-0.68,-14.3
2024-01-22,GNRC,VOLUME_ANOMALY,BUY,0.0,117.46,114.39,-2.61,2.75,-5.37
2025-10-29,GNRC,VOLUME_ANOMALY,BUY,0.0,180.86,148.82,-17.72,-1.12,-16.59
2024-06-21,CLF,VOLUME_ANOMALY,BUY,0.0,14.8,15.21,2.77,1.86,0.91
2025-05-08,CLF,VOLUME_ANOMALY,BUY,0.0,7.15,7.6,6.29,6.03,0.26
2025-10-01,CLF,VOLUME_ANOMALY,BUY,0.0,12.44,14.09,13.26,2.83,10.43
2026-01-27,CLF,VOLUME_ANOMALY,BUY,0.0,14.27,10.79,-24.39,-0.34,-24.05
2025-02-04,MP,VOLUME_ANOMALY,BUY,0.0,24.47,25.66,4.86,-3.11,7.97
2025-04-16,MP,VOLUME_ANOMALY,BUY,0.0,27.58,21.32,-22.7,12.33,-35.02
2025-07-15,MP,VOLUME_ANOMALY,BUY,0.0,58.22,74.95,28.74,3.3,25.43
2024-02-12,FANG,VOLUME_ANOMALY,BUY,0.0,153.6,173.64,13.05,3.15,9.9
2024-10-08,FANG,VOLUME_ANOMALY,BUY,0.0,186.38,168.93,-9.36,0.62,-9.98
2024-03-26,MTDR,VOLUME_ANOMALY,BUY,0.0,62.05,62.22,0.28,-2.58,2.86
2024-06-28,MTDR,VOLUME_ANOMALY,BUY,0.0,56.98,57.5,0.91,0.1,0.81
2024-06-21,RKLB,VOLUME_ANOMALY,BUY,0.0,5.01,5.34,6.59,1.86,4.72
2024-08-19,RKLB,VOLUME_ANOMALY,BUY,0.0,7.19,7.17,-0.28,0.62,-0.9
2025-01-21,RKLB,VOLUME_ANOMALY,BUY,0.0,31.27,25.93,-17.08,1.64,-18.72
2024-02-12,LUNR,VOLUME_ANOMALY,BUY,0.0,5.3,5.81,9.62,3.15,6.47
2024-02-20,LUNR,VOLUME_ANOMALY,BUY,0.0,10.99,5.49,-50.05,4.14,-54.18
2024-05-15,ASTS,VOLUME_ANOMALY,BUY,0.0,2.39,9.98,317.57,2.39,315.18
2025-10-08,ASTS,VOLUME_ANOMALY,BUY,0.0,81.2,70.38,-13.33,0.66,-13.99
2024-06-28,IONQ,VOLUME_ANOMALY,BUY,0.0,7.03,7.89,12.23,0.1,12.13
2025-05-08,IONQ,VOLUME_ANOMALY,BUY,0.0,31.84,39.02,22.55,6.03,16.52
2025-05-22,IONQ,VOLUME_ANOMALY,BUY,0.0,45.79,41.14,-10.16,3.23,-13.39
2025-12-04,IONQ,VOLUME_ANOMALY,BUY,0.0,54.76,48.71,-11.05,0.78,-11.83
2025-12-11,IONQ,VOLUME_ANOMALY,BUY,0.0,52.55,50.95,-3.04,1.17,-4.21
2024-02-12,SOUN,VOLUME_ANOMALY,BUY,0.0,2.35,6.93,194.89,3.15,191.74
2024-02-20,SOUN,VOLUME_ANOMALY,BUY,0.0,3.99,8.33,108.77,4.14,104.63
2024-02-27,SOUN,VOLUME_ANOMALY,BUY,0.0,6.86,5.81,-15.31,2.66,-17.97
2025-07-08,SOUN,VOLUME_ANOMALY,BUY,0.0,12.71,11.17,-12.12,1.23,-13.35
2024-02-27,BBAI,VOLUME_ANOMALY,BUY,0.0,3.44,2.09,-39.24,2.66,-41.91
2024-08-12,BBAI,VOLUME_ANOMALY,BUY,0.0,1.35,1.49,10.37,2.91,7.46
2024-10-15,BBAI,VOLUME_ANOMALY,BUY,0.0,1.76,1.82,3.41,2.95,0.46
2024-11-19,BBAI,VOLUME_ANOMALY,BUY,0.0,2.06,3.13,51.94,-0.68,52.62
2024-12-04,BBAI,VOLUME_ANOMALY,BUY,0.0,2.61,4.53,73.56,-2.26,75.82
2025-05-30,BBAI,VOLUME_ANOMALY,BUY,0.0,4.16,6.79,63.22,5.14,58.08
2025-11-12,BBAI,VOLUME_ANOMALY,BUY,0.0,7.17,6.74,-6.0,0.85,-6.84
2024-08-19,FUBO,VOLUME_ANOMALY,BUY,0.0,1.8,1.63,-9.44,0.62,-10.06
2025-10-29,FUBO,VOLUME_ANOMALY,BUY,0.0,3.69,3.01,-18.43,-1.12,-17.31
2025-11-12,FUBO,VOLUME_ANOMALY,BUY,0.0,3.93,2.74,-30.28,0.85,-31.13
2026-02-03,FUBO,VOLUME_ANOMALY,BUY,0.0,1.77,1.24,-29.94,-0.64,-29.31
2025-09-17,PLUG,VOLUME_ANOMALY,BUY,0.0,2.0,3.85,92.5,1.19,91.31
2024-05-08,CLOV,VOLUME_ANOMALY,BUY,0.0,0.87,1.1,26.29,3.38,22.91
2024-06-21,CLOV,VOLUME_ANOMALY,BUY,0.0,1.25,1.68,34.4,1.86,32.54
2024-08-19,CLOV,VOLUME_ANOMALY,BUY,0.0,3.18,3.09,-2.83,0.62,-3.45
2024-01-29,LCID,VOLUME_ANOMALY,BUY,0.0,33.7,31.7,-5.93,3.19,-9.12
2024-07-08,LCID,VOLUME_ANOMALY,BUY,0.0,31.6,30.0,-5.06,-6.83,1.76
2025-01-03,RIVN,VOLUME_ANOMALY,BUY,0.0,16.49,12.87,-21.95,1.66,-23.61
2025-11-05,RIVN,VOLUME_ANOMALY,BUY,0.0,15.42,18.06,17.12,1.01,16.12
2024-05-22,FSLR,VOLUME_ANOMALY,BUY,0.0,251.75,258.87,2.83,3.1,-0.27
2025-05-22,RUN,VOLUME_ANOMALY,BUY,0.0,6.71,6.24,-7.0,3.23,-10.23
2025-06-13,RUN,VOLUME_ANOMALY,BUY,0.0,10.0,10.7,7.05,4.52,2.53
2025-06-30,RUN,VOLUME_ANOMALY,BUY,0.0,8.18,10.75,31.42,2.82,28.6
2025-04-02,AAPL,VOLUME_ANOMALY,BUY,0.0,222.92,212.39,-4.72,-1.07,-3.65
2025-09-03,GOOGL,VOLUME_ANOMALY,BUY,0.0,230.14,244.57,6.27,4.13,2.14
2024-07-15,TSLA,VOLUME_ANOMALY,BUY,0.0,252.64,197.49,-21.83,-5.03,-16.8
2024-08-19,TSLA,VOLUME_ANOMALY,BUY,0.0,222.72,227.87,2.31,0.62,1.69
2025-06-23,TSLA,VOLUME_ANOMALY,BUY,0.0,348.68,332.11,-4.75,4.78,-9.54
2024-09-10,JPM,VOLUME_ANOMALY,BUY,0.0,199.17,205.45,3.15,4.76,-1.61
2025-04-09,JPM,VOLUME_ANOMALY,BUY,0.0,231.05,249.91,8.16,3.0,5.17
2024-05-15,V,VOLUME_ANOMALY,BUY,0.0,277.34,267.68,-3.48,2.39,-5.88
2024-08-12,V,VOLUME_ANOMALY,BUY,0.0,257.04,282.21,9.79,2.91,6.88
2024-06-28,UNH,VOLUME_ANOMALY,BUY,0.0,489.57,544.83,11.29,0.1,11.19
2024-10-15,UNH,VOLUME_ANOMALY,BUY,0.0,536.67,592.99,10.49,2.95,7.54
2025-05-15,UNH,VOLUME_ANOMALY,BUY,0.0,266.83,304.93,14.28,1.11,13.17
2024-10-08,RBLX,VOLUME_ANOMALY,BUY,0.0,40.51,51.18,26.34,0.62,25.72
2025-05-01,RBLX,VOLUME_ANOMALY,BUY,0.0,69.0,86.98,26.06,5.54,20.52
2024-02-27,U,VOLUME_ANOMALY,BUY,0.0,31.02,26.7,-13.93,2.66,-16.59
2025-05-30,U,VOLUME_ANOMALY,BUY,0.0,26.08,24.2,-7.21,5.14,-12.35
2025-11-05,U,VOLUME_ANOMALY,BUY,0.0,42.36,44.15,4.23,1.01,3.22
2024-06-28,NKTR,VOLUME_ANOMALY,BUY,0.0,18.6,20.4,9.68,0.1,9.58
2024-09-17,NKTR,VOLUME_ANOMALY,BUY,0.0,19.5,19.35,-0.77,3.28,-4.05
2024-09-24,NKTR,VOLUME_ANOMALY,BUY,0.0,18.15,21.6,19.01,2.1,16.9
2025-06-23,NKTR,VOLUME_ANOMALY,BUY,0.0,9.54,24.48,156.6,4.78,151.82
2025-11-19,NKTR,VOLUME_ANOMALY,BUY,0.0,60.35,44.0,-27.09,2.09,-29.18
2024-05-22,MRNA,VOLUME_ANOMALY,BUY,0.0,163.33,133.4,-18.32,3.1,-21.43
2025-01-13,MRNA,VOLUME_ANOMALY,BUY,0.0,35.15,30.93,-12.01,4.11,-16.12
2024-05-22,BNTX,VOLUME_ANOMALY,BUY,0.0,102.3,84.64,-17.26,3.1,-20.37
2024-05-30,BNTX,VOLUME_ANOMALY,BUY,0.0,98.75,80.36,-18.62,4.47,-23.09
2024-10-29,PYPL,VOLUME_ANOMALY,BUY,0.0,79.85,86.48,8.3,3.25,5.05
2025-07-29,PYPL,VOLUME_ANOMALY,BUY,0.0,71.07,69.81,-1.78,1.56,-3.34
2024-02-27,STRL,VOLUME_ANOMALY,BUY,0.0,106.22,112.81,6.2,2.66,3.54
2025-04-16,STRL,VOLUME_ANOMALY,BUY,0.0,140.44,184.79,31.58,12.33,19.25
2025-08-05,STRL,VOLUME_ANOMALY,BUY,0.0,296.58,273.82,-7.67,2.51,-10.19
2024-04-03,ATKR,VOLUME_ANOMALY,BUY,0.0,181.43,169.16,-6.76,-3.67,-3.09
2025-08-05,ATKR,VOLUME_ANOMALY,BUY,0.0,55.51,55.95,0.8,2.51,-1.71
2025-11-19,ATKR,VOLUME_ANOMALY,BUY,0.0,65.86,63.62,-3.4,2.09,-5.49
2024-02-27,UFPI,VOLUME_ANOMALY,BUY,0.0,110.31,114.93,4.19,2.66,1.53
2024-06-21,UFPI,VOLUME_ANOMALY,BUY,0.0,113.47,120.52,6.21,1.86,4.35
2024-06-28,UFPI,VOLUME_ANOMALY,BUY,0.0,109.48,124.2,13.45,0.1,13.35
2025-06-30,EQT,VOLUME_ANOMALY,BUY,0.0,57.81,52.63,-8.95,2.82,-11.77
2024-01-22,IRM,VOLUME_ANOMALY,BUY,0.0,62.98,64.21,1.95,2.75,-0.8
2024-06-21,IRM,VOLUME_ANOMALY,BUY,0.0,84.7,95.44,12.68,1.86,10.82
2024-11-26,IRM,VOLUME_ANOMALY,BUY,0.0,118.54,102.05,-13.91,0.45,-14.37
