date,ticker,score,rsi,price,price_future,stock_return_pct,spy_return_pct,alpha_pct
2025-07-09,DT,3,51.8,56.19,50.53,-10.07,1.4,-11.47
2024-05-31,ENPH,3,68.1,127.9,97.26,-23.96,3.74,-27.7
2024-06-07,ENPH,3,57.5,122.75,103.59,-15.61,4.42,-20.03
2024-08-20,ENPH,3,52.3,116.98,119.74,2.36,0.48,1.88
2024-09-18,ENPH,3,45.9,119.74,93.13,-22.22,4.04,-26.26
2024-09-25,ENPH,2,51.3,113.29,78.47,-30.74,1.39,-32.13
2025-09-18,ENPH,3,54.5,38.44,37.56,-2.29,0.03,-2.32
2025-10-16,ENPH,3,54.3,37.56,28.91,-23.03,1.73,-24.76
2025-12-29,ENPH,3,61.5,33.13,40.47,22.16,1.1,21.05
2026-01-06,ENPH,3,69.7,34.75,51.67,48.69,-0.81,49.5
2026-01-13,ENPH,3,66.4,36.37,48.23,32.61,-0.26,32.87
2025-01-14,SEDG,2,47.0,14.25,13.29,-6.74,3.64,-10.37
2025-02-05,SEDG,3,48.8,14.34,16.02,11.72,-5.21,16.93
2025-02-27,SEDG,3,63.3,17.89,15.93,-10.96,-2.78,-8.18
2025-03-20,SEDG,3,53.2,17.12,12.64,-26.17,-6.63,-19.54
2025-07-01,SEDG,3,52.4,21.86,25.81,18.07,2.72,15.35
2025-07-16,SEDG,3,66.4,24.96,26.46,6.01,3.31,2.7
2025-07-23,SEDG,3,62.1,29.07,32.06,10.29,0.61,9.67
2025-09-04,SEDG,3,69.8,34.16,37.96,11.12,3.38,7.74
2025-09-25,SEDG,3,58.8,37.9,37.82,-0.21,2.08,-2.29
2025-10-16,SEDG,3,51.5,40.11,36.42,-9.2,1.73,-10.93
2024-09-11,FSLR,3,58.6,239.84,226.05,-5.75,4.42,-10.17
2024-09-18,FSLR,3,56.9,241.81,205.62,-14.97,4.04,-19.01
2024-09-25,FSLR,3,65.6,241.72,192.41,-20.4,1.39,-21.79
2025-05-09,FSLR,3,63.7,140.68,160.16,13.85,6.26,7.58
2025-05-16,FSLR,3,68.1,178.46,175.25,-1.8,1.43,-3.23
2025-06-16,FSLR,3,69.6,175.25,166.82,-4.81,3.88,-8.69
2025-07-01,FSLR,3,48.9,162.96,179.13,9.92,2.72,7.2
2025-07-09,FSLR,3,64.8,165.99,185.01,11.46,1.4,10.06
2025-07-16,FSLR,3,58.2,166.82,184.84,10.8,3.31,7.49
2025-07-23,FSLR,3,56.7,179.77,206.44,14.84,0.61,14.22
2025-07-30,FSLR,3,65.4,179.13,191.23,6.75,1.92,4.84
2025-08-06,FSLR,3,65.2,185.01,201.87,9.11,2.58,6.53
2025-10-16,FSLR,3,63.5,237.79,256.59,7.91,1.73,6.18
2025-11-06,FSLR,3,68.4,271.98,257.61,-5.28,2.29,-7.58
2025-11-28,FSLR,3,54.0,272.92,268.25,-1.71,0.95,-2.66
2025-12-29,FSLR,3,56.1,268.25,249.41,-7.02,1.1,-8.12
2024-05-23,RUN,3,50.6,11.99,13.58,13.26,3.52,9.74
2024-06-07,RUN,3,59.0,13.45,13.21,-1.78,4.42,-6.2
2024-07-16,RUN,3,67.1,17.28,19.27,11.52,-4.04,15.56
2024-07-30,RUN,3,64.4,16.74,20.82,24.37,3.61,20.76
2024-08-13,RUN,3,60.2,19.27,19.15,-0.62,2.28,-2.91
2024-08-20,RUN,3,57.1,19.09,20.3,6.34,0.48,5.86
2024-08-27,RUN,3,61.3,20.82,18.29,-12.15,1.82,-13.97
2025-06-16,RUN,3,69.6,9.64,10.34,7.26,3.88,3.38
2025-07-23,RUN,3,60.0,10.64,15.47,45.39,0.61,44.78
2025-08-13,RUN,3,52.5,10.93,16.01,46.48,1.98,44.5
2025-08-27,RUN,3,69.0,15.8,16.91,7.03,2.05,4.98
2025-10-02,RUN,3,68.7,19.15,19.62,2.45,1.59,0.87
2025-10-16,RUN,3,62.4,20.14,18.87,-6.31,1.73,-8.03
2026-02-04,RUN,3,59.6,20.73,11.79,-43.13,-0.71,-42.41
2024-07-16,AXON,3,69.8,319.43,368.97,15.51,-4.04,19.55
2024-07-23,AXON,3,67.2,319.55,373.05,16.74,0.89,15.85
2024-09-04,AXON,2,29.8,355.35,404.51,13.83,3.57,10.27
2024-09-18,AXON,3,64.9,383.01,433.83,13.27,4.04,9.23
2024-12-27,AXON,2,27.5,610.98,639.97,4.74,1.14,3.6
2026-01-13,AXON,3,64.5,641.51,434.45,-32.28,-0.26,-32.02
2026-01-21,AXON,3,61.8,610.25,441.12,-27.71,-0.13,-27.58
2024-05-23,TDG,3,62.3,1179.3,1176.93,-0.2,3.52,-3.72
2024-09-18,TDG,3,58.5,1217.39,1295.02,6.38,4.04,2.34
2024-11-13,TDG,3,53.3,1275.31,1160.71,-8.99,1.2,-10.18
2025-01-22,TDG,3,65.6,1266.89,1228.09,-3.06,0.65,-3.71
2025-02-27,TDG,3,58.9,1262.7,1295.2,2.57,-2.78,5.35
2025-03-06,TDG,3,51.5,1258.17,1275.7,1.39,-6.01,7.4
2025-03-20,TDG,3,48.4,1273.19,1251.6,-1.7,-6.63,4.93
2025-03-27,TDG,3,61.3,1295.2,1289.46,-0.44,-2.9,2.46
2025-04-03,TDG,3,54.1,1275.7,1356.97,6.37,5.6,0.77
2025-06-02,TDG,3,59.8,1360.24,1415.48,4.06,4.52,-0.45
2025-06-24,TDG,3,55.2,1378.18,1494.96,8.47,4.52,3.95
2025-10-30,TDG,3,54.5,1306.14,1360.17,4.14,0.52,3.61
2025-11-13,TDG,3,39.1,1325.04,1294.65,-2.29,1.45,-3.74
2025-11-20,TDG,3,56.1,1327.87,1276.83,-3.84,4.61,-8.45
2025-12-05,TDG,3,52.0,1346.86,1384.4,2.79,1.19,1.6
2024-06-24,DECK,2,20.3,163.01,147.07,-9.78,2.03,-11.81
2024-07-01,DECK,2,15.6,157.72,151.87,-3.71,-0.61,-3.09
2024-09-18,DECK,3,48.7,157.23,161.16,2.5,4.04,-1.54
2024-09-25,DECK,3,62.8,154.5,150.96,-2.29,1.39,-3.69
2024-10-02,DECK,3,58.1,157.66,169.52,7.52,1.96,5.56
2024-10-09,DECK,3,60.6,160.44,164.77,2.7,2.41,0.29
2024-10-16,DECK,3,55.0,161.16,178.34,10.66,2.56,8.1
2024-10-30,DECK,3,65.1,169.52,191.77,13.13,3.24,9.88
2024-11-06,DECK,3,54.5,164.77,200.92,21.94,2.64,19.3
2025-01-22,DECK,3,64.3,214.92,150.02,-30.2,0.65,-30.85
2025-01-29,DECK,3,68.2,218.9,138.49,-36.73,-2.78,-33.95
2025-12-19,DECK,3,69.8,99.47,101.94,2.48,0.71,1.78
2026-01-06,DECK,3,58.9,107.46,112.25,4.46,-0.81,5.27
2026-02-04,DECK,3,61.7,112.25,107.58,-4.16,-0.71,-3.45
2024-06-07,PODD,3,53.8,191.42,195.17,1.96,4.42,-2.46
2024-11-06,PODD,3,65.9,239.3,267.58,11.82,2.64,9.17
2025-01-14,PODD,3,50.6,267.04,279.55,4.68,3.64,1.05
2025-01-22,PODD,3,65.9,278.89,288.29,3.37,0.65,2.72
2025-01-29,PODD,3,64.8,277.11,267.09,-3.62,-2.78,-0.83
2025-06-09,PODD,2,23.2,305.66,297.46,-2.68,4.37,-7.06
2025-06-16,PODD,2,24.1,306.59,288.27,-5.98,3.88,-9.86
2024-09-25,WST,2,52.7,301.88,285.07,-5.57,1.39,-6.96
2024-11-06,WST,3,66.4,327.8,316.88,-3.33,2.64,-5.98
2024-11-13,WST,3,57.1,342.57,330.24,-3.6,1.2,-4.79
2024-12-19,WST,3,51.5,325.65,346.43,6.38,3.82,2.56
2024-12-27,WST,3,62.1,331.84,338.16,1.91,1.14,0.76
2025-01-22,WST,3,65.6,346.43,202.93,-41.42,0.65,-42.07
2025-01-29,WST,3,55.9,338.16,221.78,-34.42,-2.78,-31.63
2025-06-09,WST,3,59.0,223.2,225.61,1.08,4.37,-3.3
2025-06-16,WST,3,70.0,223.73,223.81,0.04,3.88,-3.84
2025-07-09,WST,3,65.4,225.61,236.87,4.99,1.4,3.6
2025-07-30,WST,3,58.1,248.78,245.55,-1.3,1.92,-3.22
2025-08-13,WST,3,19.6,245.8,263.29,7.12,1.98,5.14
2025-09-18,WST,3,59.9,254.54,266.73,4.79,0.03,4.76
2025-10-30,WST,3,59.9,278.06,277.0,-0.38,0.52,-0.91
2025-11-28,WST,3,55.9,277.0,275.35,-0.6,0.95,-1.55
2024-07-30,SOFI,3,66.2,7.42,7.77,4.72,3.61,1.11
2024-08-20,SOFI,3,47.0,7.37,8.11,10.04,0.48,9.56
2024-09-04,SOFI,3,64.2,7.48,7.79,4.14,3.57,0.58
2024-09-18,SOFI,3,61.3,8.11,10.04,23.8,4.04,19.76
2024-09-25,SOFI,3,61.9,7.73,10.42,34.8,1.39,33.4
2024-10-09,SOFI,3,59.1,8.59,11.81,37.49,2.41,35.08
2025-01-22,SOFI,3,62.2,17.59,15.56,-11.54,0.65,-12.19
2025-01-29,SOFI,3,57.1,15.99,14.07,-12.01,-2.78,-9.22
2025-05-16,SOFI,3,58.8,13.92,14.9,7.04,1.43,5.61
2025-06-09,SOFI,3,55.2,14.1,20.22,43.4,4.37,39.03
2025-06-16,SOFI,3,66.4,14.9,21.39,43.56,3.88,39.68
2025-06-24,SOFI,3,68.0,15.85,21.56,36.03,4.52,31.5
2025-08-27,SOFI,3,64.8,24.96,28.12,12.66,2.05,10.61
2025-09-18,SOFI,3,64.5,28.11,26.6,-5.37,0.03,-5.4
2025-09-25,SOFI,3,66.0,28.12,28.08,-0.14,2.08,-2.23
2025-10-30,SOFI,3,60.0,29.03,29.72,2.38,0.52,1.85
2025-11-28,SOFI,3,54.4,29.72,26.82,-9.76,0.95,-10.71
2024-06-07,HOOD,3,60.4,22.18,22.6,1.89,4.42,-2.53
2024-06-14,HOOD,3,60.1,22.42,24.63,9.86,4.4,5.45
2024-10-02,HOOD,3,59.2,22.63,28.21,24.66,1.96,22.7
2024-10-09,HOOD,3,69.3,25.65,29.86,16.41,2.41,14.0
2024-11-13,HOOD,3,63.3,31.91,39.33,23.25,1.2,22.06
2025-02-12,HOOD,3,62.4,55.91,36.02,-35.58,-8.61,-26.97
2025-06-24,HOOD,3,68.7,82.01,102.08,24.47,4.52,19.95
2025-09-11,HOOD,3,65.1,117.75,152.46,29.48,2.34,27.14
2024-07-23,FUBO,3,66.7,1.46,1.94,32.88,0.89,31.99
2024-12-12,FUBO,3,53.6,1.6,3.81,138.12,-3.34,141.46
2025-01-29,FUBO,3,29.5,4.08,3.52,-13.73,-2.78,-10.94
2025-07-01,FUBO,3,66.2,3.77,4.16,10.34,2.72,7.62
2025-07-09,FUBO,3,61.2,3.49,3.74,7.16,1.4,5.77
2025-07-30,FUBO,3,69.3,4.16,3.41,-18.03,1.92,-19.95
2025-08-06,FUBO,3,55.4,3.74,3.77,0.8,2.58,-1.78
2024-06-24,CLOV,3,56.7,1.27,1.66,30.71,2.03,28.67
2024-07-01,CLOV,3,64.2,1.2,1.92,60.0,-0.61,60.61
2024-07-09,CLOV,3,63.8,1.34,1.83,36.57,-6.06,42.62
2024-09-11,CLOV,2,27.2,2.65,3.91,47.55,4.42,43.13
2025-09-25,CLOV,3,69.5,3.16,3.2,1.27,2.08,-0.82
2026-01-21,CLOV,3,59.3,2.62,2.09,-20.23,-0.13,-20.09
2024-05-31,PLUG,3,66.8,3.33,2.28,-31.53,3.74,-35.27
2024-10-23,PLUG,2,50.7,2.08,1.92,-7.69,2.16,-9.86
2024-12-12,PLUG,3,62.7,2.4,2.66,10.83,-3.34,14.17
2025-01-06,PLUG,3,67.5,3.15,1.85,-41.27,1.49,-42.76
2025-01-14,PLUG,3,52.1,2.66,1.65,-37.97,3.64,-41.61
2025-07-01,PLUG,3,55.1,1.41,1.55,9.93,2.72,7.21
2025-07-16,PLUG,3,64.8,1.52,1.66,9.21,3.31,5.9
2025-07-23,PLUG,3,67.2,1.81,1.56,-13.81,0.61,-14.43
2025-10-16,PLUG,3,62.9,3.48,2.49,-28.45,1.73,-30.17
2026-01-28,PLUG,3,55.8,2.45,1.91,-22.04,-0.88,-21.16
2024-07-23,SIRI,3,63.6,35.08,30.26,-13.74,0.89,-14.63
2024-11-13,SIRI,2,51.5,24.93,23.34,-6.38,1.2,-7.57
2024-11-27,SIRI,3,53.6,25.05,21.76,-13.11,-0.3,-12.81
2024-12-05,SIRI,3,50.3,25.47,21.76,-14.55,-1.53,-13.02
2025-02-20,SIRI,3,67.0,23.95,21.91,-8.54,-7.35,-1.18
2025-03-06,SIRI,2,28.0,22.58,20.09,-11.03,-6.01,-5.03
2025-05-23,SIRI,3,60.3,21.03,21.58,2.61,5.09,-2.48
2025-07-01,SIRI,3,58.6,22.75,22.08,-2.96,2.72,-5.68
2025-09-11,SIRI,3,65.0,23.22,21.58,-7.06,2.34,-9.4
2024-05-23,LCID,2,48.2,27.2,25.6,-5.88,3.52,-9.41
2024-07-23,LCID,3,60.8,34.75,32.4,-6.76,0.89,-7.65
2024-08-06,LCID,2,29.4,30.9,38.2,23.62,5.52,18.11
2024-09-04,LCID,3,68.9,38.2,33.4,-12.57,3.57,-16.13
2025-01-29,LCID,2,27.0,26.7,22.3,-16.48,-2.78,-13.69
2025-05-02,LCID,3,52.2,25.3,22.0,-13.04,4.58,-17.62
2025-05-16,LCID,3,64.0,28.4,21.5,-24.3,1.43,-25.72
2025-05-23,LCID,2,56.0,25.6,21.7,-15.23,5.09,-20.32
2024-05-31,RIVN,3,57.8,10.92,13.92,27.47,3.74,23.73
2024-06-07,RIVN,3,60.7,11.52,15.71,36.37,4.42,31.95
2024-07-01,RIVN,3,62.7,13.92,16.22,16.52,-0.61,17.14
2024-08-06,RIVN,2,25.3,14.8,13.28,-10.27,5.52,-15.79
2025-01-06,RIVN,3,57.3,15.72,12.77,-18.74,1.49,-20.23
2025-05-23,RIVN,3,66.2,15.63,13.81,-11.64,5.09,-16.73
2025-09-18,RIVN,3,61.1,14.68,12.91,-12.06,0.03,-12.09
2025-09-25,RIVN,3,67.9,15.74,13.09,-16.84,2.08,-18.92
2025-11-13,RIVN,3,66.0,16.39,18.42,12.39,1.45,10.94
2025-11-28,RIVN,3,59.5,16.86,20.67,22.6,0.95,21.65
2025-12-29,RIVN,3,63.5,20.67,15.2,-26.46,1.1,-27.56
2026-01-13,RIVN,2,18.2,18.85,14.76,-21.7,-0.26,-21.44
2024-06-14,COIN,3,53.3,244.5,251.49,2.86,4.4,-1.54
2024-07-23,COIN,3,64.0,257.63,197.25,-23.44,0.89,-24.33
2024-10-23,COIN,3,67.2,198.93,320.01,60.87,2.16,58.7
2024-10-30,COIN,3,68.7,211.74,310.98,46.87,3.24,43.62
2024-11-06,COIN,3,63.8,254.31,320.57,26.05,2.64,23.41
2024-11-13,COIN,3,65.5,284.72,312.96,9.92,1.2,8.72
2025-05-09,COIN,3,66.5,199.32,256.63,28.75,6.26,22.49
2025-07-01,COIN,3,69.6,335.33,377.48,12.57,2.72,9.85
2025-07-16,COIN,3,65.0,398.2,327.01,-17.88,3.31,-21.19
2025-10-02,COIN,3,67.5,372.07,328.51,-11.71,1.59,-13.29
2025-10-09,COIN,3,65.8,387.0,295.22,-23.72,-0.13,-23.59
2024-07-01,RBLX,3,66.5,37.06,41.03,10.71,-0.61,11.32
2024-07-23,RBLX,3,69.6,41.08,40.54,-1.31,0.89,-2.2
2024-08-20,RBLX,3,46.3,40.54,45.28,11.69,0.48,11.21
2024-09-11,RBLX,3,64.7,44.99,41.74,-7.22,4.42,-11.64
2024-09-18,RBLX,3,58.8,45.28,41.39,-8.59,4.04,-12.63
2024-12-05,RBLX,3,68.7,58.94,61.93,5.07,-1.53,6.61
2025-08-06,RBLX,3,59.5,134.14,129.79,-3.24,2.58,-5.83
2025-09-04,RBLX,3,54.8,129.79,133.5,2.86,3.38,-0.52
2025-09-18,RBLX,3,65.2,135.54,134.49,-0.77,0.03,-0.81
2025-10-16,RBLX,3,49.4,134.49,101.27,-24.7,1.73,-26.43
2024-09-11,U,3,49.6,17.22,21.09,22.47,4.42,18.06
2024-09-18,U,3,68.8,20.22,21.79,7.76,4.04,3.72
2024-10-02,U,3,62.2,21.04,20.7,-1.62,1.96,-3.58
2024-12-27,U,2,27.3,22.84,22.94,0.44,1.14,-0.71
2025-02-27,U,3,66.3,26.17,21.58,-17.54,-2.78,-14.76
2025-05-16,U,3,55.3,22.81,24.4,6.97,1.43,5.54
2025-06-02,U,3,66.2,26.24,24.01,-8.5,4.52,-13.01
2025-06-09,U,3,59.5,24.69,29.35,18.87,4.37,14.5
2025-08-13,U,3,64.7,37.94,43.4,14.39,1.98,12.42
2025-08-20,U,3,57.6,35.84,45.45,26.81,3.78,23.03
2025-09-18,U,3,68.4,45.45,34.72,-23.61,0.03,-23.64
2025-11-28,U,3,56.7,42.52,45.05,5.95,0.95,5.0
2024-05-23,TGTX,3,56.3,16.98,18.41,8.42,3.52,4.9
2024-07-01,TGTX,3,68.7,18.15,19.21,5.84,-0.61,6.45
2024-08-13,TGTX,3,57.6,21.23,23.07,8.67,2.28,6.38
2024-08-20,TGTX,3,68.8,24.71,25.25,2.19,0.48,1.7
2024-08-27,TGTX,3,67.1,23.11,23.35,1.04,1.82,-0.78
2024-09-18,TGTX,3,62.9,25.25,24.5,-2.97,4.04,-7.01
2024-10-16,TGTX,3,58.9,24.5,34.9,42.45,2.56,39.89
2024-11-06,TGTX,3,62.1,27.17,33.65,23.85,2.64,21.21
2024-11-20,TGTX,3,63.9,31.15,30.95,-0.64,-0.75,0.1
2024-11-27,TGTX,3,68.3,35.0,32.53,-7.06,-0.3,-6.75
2024-12-12,TGTX,2,27.3,30.69,29.74,-3.1,-3.34,0.24
2025-03-06,TGTX,3,69.5,35.19,39.34,11.79,-6.01,17.8
2025-03-13,TGTX,3,68.3,37.06,35.98,-2.91,-4.58,1.67
2025-04-10,TGTX,2,21.8,35.98,33.64,-6.5,7.58,-14.08
2025-04-25,TGTX,3,66.6,41.33,34.57,-16.36,5.17,-21.53
2025-07-16,TGTX,3,56.3,38.84,27.87,-28.24,3.31,-31.56
2025-07-23,TGTX,3,56.1,37.6,28.31,-24.71,0.61,-25.32
2025-09-25,TGTX,3,66.6,34.64,33.49,-3.32,2.08,-5.4
2025-10-23,TGTX,2,27.6,33.49,30.45,-9.08,-2.86,-6.21
2024-10-16,KPTI,3,65.8,12.72,12.99,2.12,2.56,-0.43
2024-11-06,KPTI,3,52.7,13.31,11.94,-10.26,2.64,-12.9
2025-05-09,KPTI,3,56.5,6.01,4.21,-29.95,6.26,-36.21
2025-09-04,KPTI,3,66.2,6.74,6.29,-6.61,3.38,-9.99
2025-09-18,KPTI,2,22.7,5.73,6.03,5.24,0.03,5.2
2025-12-12,KPTI,3,66.7,6.95,7.91,13.81,2.06,11.75
2025-12-19,KPTI,3,64.0,6.94,6.32,-8.93,0.71,-9.64
2025-12-29,KPTI,3,69.8,7.34,6.92,-5.72,1.1,-6.82
2026-01-06,KPTI,3,61.5,7.35,6.3,-14.29,-0.81,-13.47
2026-01-13,KPTI,3,60.9,7.91,7.37,-6.83,-0.26,-6.57
2024-05-23,PTCT,3,61.4,37.13,35.77,-3.66,3.52,-7.19
2024-09-04,PTCT,3,60.9,33.59,36.43,8.45,3.57,4.89
2024-09-18,PTCT,3,51.6,35.48,36.7,3.44,4.04,-0.6
2024-10-09,PTCT,3,65.7,39.94,43.18,8.11,2.41,5.7
2024-10-23,PTCT,3,69.1,42.48,41.96,-1.22,2.16,-3.39
2024-10-30,PTCT,3,56.8,40.66,45.11,10.94,3.24,7.7
2024-11-06,PTCT,3,68.4,43.18,48.4,12.09,2.64,9.45
2024-11-13,PTCT,3,61.0,44.03,47.36,7.56,1.2,6.37
2024-11-27,PTCT,3,56.8,45.11,45.23,0.27,-0.3,0.57
2024-12-05,PTCT,3,62.3,48.4,45.78,-5.41,-1.53,-3.88
2024-12-12,PTCT,3,59.9,47.36,41.81,-11.72,-3.34,-8.38
2025-02-12,PTCT,3,63.1,48.93,52.76,7.83,-8.61,16.44
2025-02-20,PTCT,3,64.8,50.38,56.63,12.41,-7.35,19.76
2025-03-06,PTCT,3,59.2,52.8,46.73,-11.5,-6.01,-5.49
2025-03-20,PTCT,3,54.7,56.63,47.39,-16.32,-6.63,-9.69
2025-07-01,PTCT,2,28.1,48.59,50.94,4.84,2.72,2.11
2025-08-27,PTCT,3,48.4,49.78,57.84,16.19,2.05,14.14
2025-10-09,PTCT,3,69.1,66.01,72.59,9.97,-0.13,10.09
2024-07-23,RARE,3,66.9,45.18,53.01,17.33,0.89,16.44
2024-07-30,RARE,3,60.5,44.71,57.62,28.87,3.61,25.27
2024-08-06,RARE,3,69.9,49.77,56.12,12.76,5.52,7.24
2024-10-16,RARE,3,59.9,57.7,48.71,-15.58,2.56,-18.14
2025-02-20,RARE,3,56.3,44.48,38.89,-12.57,-7.35,-5.21
2025-06-09,RARE,3,54.4,37.04,41.44,11.88,4.37,7.51
2025-06-16,RARE,3,60.0,37.11,27.31,-26.41,3.88,-30.29
2025-09-11,RARE,3,64.0,31.23,31.66,1.38,2.34,-0.96
2025-10-02,RARE,3,52.6,30.9,35.17,13.82,1.59,12.23
2025-10-09,RARE,3,65.7,31.66,30.95,-2.24,-0.13,-2.12
2025-10-23,RARE,3,60.4,33.63,31.18,-7.29,-2.86,-4.42
2025-10-30,RARE,3,66.6,35.17,34.75,-1.19,0.52,-1.72
2025-11-28,RARE,3,68.1,34.75,19.72,-43.25,0.95,-44.2
2025-12-05,RARE,3,63.3,36.38,22.54,-38.04,1.19,-39.23
2025-12-12,RARE,3,66.0,36.23,24.11,-33.45,2.06,-35.52
2024-08-06,SGMO,3,69.2,0.99,0.8,-19.19,5.52,-24.71
2024-08-13,SGMO,3,62.2,0.98,0.84,-14.29,2.28,-16.57
2024-09-25,SGMO,3,59.6,0.86,1.54,79.07,1.39,77.68
2024-11-13,SGMO,3,67.0,2.44,1.91,-21.72,1.2,-22.92
2024-12-19,SGMO,3,51.2,2.31,1.15,-50.22,3.82,-54.04
2024-12-27,SGMO,3,63.3,2.56,1.13,-55.86,1.14,-57.0
2025-07-23,SGMO,3,52.0,0.55,0.54,-1.82,0.61,-2.43
2025-07-30,SGMO,3,58.6,0.55,0.54,-1.82,1.92,-3.74
2025-08-20,SGMO,2,50.0,0.54,0.55,1.85,3.78,-1.93
2025-08-27,SGMO,3,58.8,0.54,0.63,16.67,2.05,14.62
2024-06-07,QURE,3,59.1,5.33,6.67,25.14,4.42,20.72
2024-07-23,QURE,3,69.2,8.03,6.78,-15.62,0.89,-16.51
2024-07-30,QURE,3,26.8,7.63,6.08,-20.31,3.61,-23.92
2024-10-30,QURE,3,68.0,6.3,6.02,-4.52,3.24,-7.76
2024-11-06,QURE,3,61.5,7.16,6.59,-7.96,2.64,-10.6
2024-11-13,QURE,3,53.2,6.8,15.06,121.47,1.2,120.27
2024-11-27,QURE,2,27.3,6.02,17.5,190.7,-0.3,191.0
2024-12-05,QURE,3,48.0,6.59,18.08,174.36,-1.53,175.89
2025-01-14,QURE,2,24.5,13.23,13.3,0.53,3.64,-3.11
2025-05-23,QURE,3,47.1,15.16,14.22,-6.2,5.09,-11.29
2025-06-09,QURE,3,68.0,16.9,14.87,-12.01,4.37,-16.38
2025-09-11,QURE,3,67.8,16.94,63.65,275.74,2.34,273.4
2024-05-31,MRNA,3,65.7,142.55,115.95,-18.66,3.74,-22.4
2024-06-14,MRNA,2,29.0,140.03,125.14,-10.63,4.4,-15.04
2025-07-01,MRNA,3,57.3,28.69,32.15,12.06,2.72,9.34
2025-07-23,MRNA,3,66.3,34.67,26.89,-22.44,0.61,-23.06
2025-10-09,MRNA,3,61.8,27.53,24.33,-11.62,-0.13,-11.5
2025-10-16,MRNA,3,64.0,27.14,24.96,-8.03,1.73,-9.76
2025-12-29,MRNA,3,63.2,31.15,45.3,45.43,1.1,44.32
2026-01-06,MRNA,3,66.4,35.66,42.77,19.94,-0.81,20.75
2026-01-13,MRNA,3,61.0,39.6,40.51,2.3,-0.26,2.56
2026-01-28,MRNA,3,65.7,45.3,51.71,14.15,-0.88,15.03
2024-05-23,BNTX,3,61.8,99.0,86.61,-12.52,3.52,-16.04
2024-05-31,BNTX,3,63.3,100.6,78.83,-21.64,3.74,-25.38
2024-06-07,BNTX,3,62.2,100.34,80.51,-19.76,4.42,-24.18
2024-08-27,BNTX,3,68.9,87.11,115.8,32.94,1.82,31.11
2024-09-04,BNTX,3,61.3,89.02,119.0,33.68,3.57,30.11
2024-10-23,BNTX,2,29.3,110.98,102.14,-7.97,2.16,-10.13
2024-12-12,BNTX,3,66.1,120.69,112.43,-6.84,-3.34,-3.5
2025-01-06,BNTX,3,49.7,120.21,122.38,1.81,1.49,0.32
2025-01-29,BNTX,3,43.8,121.16,108.8,-10.2,-2.78,-7.42
2025-02-05,BNTX,3,59.8,122.38,110.83,-9.44,-5.21,-4.22
2025-05-23,BNTX,3,46.5,98.68,105.09,6.5,5.09,1.41
2025-06-09,BNTX,3,63.1,108.97,111.78,2.58,4.37,-1.79
2025-06-24,BNTX,2,27.3,105.09,114.6,9.05,4.52,4.53
2025-10-23,BNTX,3,47.5,104.75,96.97,-7.43,-2.86,-4.56
2025-11-13,BNTX,2,46.3,103.88,94.81,-8.73,1.45,-10.18
2026-01-28,BNTX,3,68.8,116.16,108.8,-6.34,-0.88,-5.46
2024-06-07,NVAX,3,68.4,18.17,11.84,-34.84,4.42,-39.26
2024-07-01,NVAX,2,19.9,12.73,12.2,-4.16,-0.61,-3.55
2024-10-02,NVAX,3,64.3,14.68,9.84,-32.97,1.96,-34.93
2025-01-29,NVAX,4,29.9,8.81,7.06,-19.86,-2.78,-17.08
2025-06-02,NVAX,3,58.5,7.07,6.61,-6.51,4.52,-11.02
2025-06-09,NVAX,3,44.7,7.41,7.04,-4.99,4.37,-9.37
2025-08-13,NVAX,3,62.3,8.85,8.28,-6.44,1.98,-8.42
2025-08-20,NVAX,3,68.2,8.74,8.53,-2.4,3.78,-6.19
2025-09-04,NVAX,2,28.0,7.79,9.55,22.59,3.38,19.21
2025-09-18,NVAX,3,67.3,8.53,8.48,-0.59,0.03,-0.62
2025-09-25,NVAX,3,57.9,8.34,8.36,0.24,2.08,-1.84
2026-01-28,NVAX,3,62.0,9.23,11.19,21.24,-0.88,22.12
2024-07-30,INO,3,60.0,10.51,7.43,-29.31,3.61,-32.91
2025-05-16,INO,3,59.5,2.05,2.0,-2.44,1.43,-3.87
2025-05-23,INO,3,55.7,1.97,2.06,4.57,5.09,-0.52
2025-06-02,INO,3,58.5,2.1,2.04,-2.86,4.52,-7.37
2025-06-09,INO,3,57.4,2.22,1.45,-34.68,4.37,-39.06
2024-05-23,OCGN,3,64.2,1.78,1.26,-29.21,3.52,-32.74
2025-04-17,OCGN,3,40.3,0.68,0.76,11.63,12.88,-1.24
2025-04-25,OCGN,3,56.6,0.72,0.93,29.49,5.17,24.32
2025-05-02,OCGN,3,63.2,0.76,0.84,9.41,4.58,4.83
2025-06-02,OCGN,3,67.1,0.84,0.92,10.39,4.52,5.88
2025-06-16,OCGN,3,67.1,1.16,1.04,-10.34,3.88,-14.23
2026-01-06,OCGN,3,59.3,1.54,1.41,-8.44,-0.81,-7.63
2026-01-13,OCGN,3,69.4,1.91,1.41,-26.18,-0.26,-25.92
2024-07-30,NKTR,3,55.0,20.85,18.75,-10.07,3.61,-13.68
2024-10-09,NKTR,3,52.6,19.5,20.85,6.92,2.41,4.51
2024-10-23,NKTR,3,60.4,21.15,15.0,-29.08,2.16,-31.24
2025-06-02,NKTR,3,62.2,12.0,24.59,104.92,4.52,100.4
2025-08-06,NKTR,2,27.3,22.45,35.98,60.27,2.58,57.68
